ModuleName,Total_ms,LoadLibrary_ms,GetSymbol_ms,CreateInstance_ms,StartupModule_ms,Status,FileSize_bytes,MemoryUsed_bytes,NumExportedFunctions,NumExportedNames,NumImportedDlls
,23.538,23.52,0.001,0.004,0.013,OK,71680,139264,1,1,7
,23.504,23.497,0.002,0.003,0.003,OK,164352,1495040,43,43,11
,23.489,23.487,0.001,0,0.001,OK,105472,458752,30,30,10
,23.446,23.444,0.001,0.001,0.001,OK,155648,90112,62,62,9
,23.436,23.432,0.001,0.001,0.001,OK,71680,3162112,2,2,12
,23.396,23.394,0.001,0,0.001,OK,68608,159744,20,20,9
,23.393,23.379,0.001,0,0.012,OK,99328,200704,18,18,10
,23.343,23.34,0.001,0,0.002,OK,87040,266240,20,20,9
,23.363,23.339,0.001,0.005,0.018,OK,114688,196608,9,9,10
,23.337,23.334,0.001,0.001,0.001,OK,47616,208896,1,1,5
,23.31,23.303,0.001,0.005,0.002,OK,135168,274432,3,3,18
,23.342,23.299,0.001,0.01,0.031,OK,888832,253952,3,3,14
,23.301,23.285,0.001,0.006,0.009,OK,157184,77824,35,35,13
,23.325,23.266,0.001,0.005,0.054,OK,610304,208896,3,3,14
,23.285,23.256,0.001,0.004,0.024,OK,1114112,1208320,22,22,19
,23.393,23.252,0,0.01,0.13,OK,795136,282624,9,9,15
,47.785,23.23,0.001,0.005,24.549,OK,159744,77824,2,2,15
,23.262,23.23,0.001,0.007,0.024,OK,155136,344064,8,8,14
,23.224,23.22,0.001,0.001,0.002,OK,62976,0,2,2,7
,24.828,23.195,0.001,0.022,1.611,OK,1428992,0,4,4,16
,47.315,23.16,0.001,0.008,24.146,OK,104960,94208,1,1,15
,23.155,23.151,0.001,0.001,0.002,OK,48640,290816,2,2,5
,23.875,23.15,0.001,0.006,0.718,OK,929792,0,1,1,16
,23.147,23.141,0.001,0.004,0.001,OK,2670080,1953792,10,10,18
,23.118,23.117,0,0,0.001,OK,182784,114688,10,10,10
,23.122,23.111,0.002,0.007,0.002,OK,110080,155648,31,31,8
,23.115,23.092,0.002,0.005,0.016,OK,233984,241664,36,36,12
,23.09,23.085,0.001,0.003,0.001,OK,2251264,3022848,154,154,17
,23.106,23.083,0.001,0.004,0.019,OK,263168,3256320,33,33,12
,23.08,23.076,0.001,0.001,0.002,OK,49664,114688,10,10,5
,23.099,23.071,0.001,0,0.026,OK,189952,176128,93,93,12
,26.022,23.061,0.001,0.007,2.952,OK,1531904,434176,11,11,34
,23.071,23.045,0.001,0.004,0.021,OK,104960,69632,1,1,15
,23.046,23.043,0.001,0,0.002,OK,180736,110592,47,47,12
,23.042,23.038,0,0.003,0.001,OK,180224,126976,75,75,8
,23.025,23.022,0.001,0,0.002,OK,75776,57344,2,2,7
,23.056,23.008,0,0.003,0.045,OK,463360,348160,45,45,20
,22.972,22.953,0.001,0.006,0.012,OK,134144,192512,5,5,14
,22.928,22.924,0,0.003,0.001,OK,171520,2457600,62,62,8
,22.909,22.888,0.001,0.008,0.012,OK,441856,294912,1,1,13
,25.158,22.803,0.001,0.005,2.349,OK,1821696,790528,2,2,21
,22.807,22.803,0.001,0.001,0.002,OK,115200,147456,42,42,11
,22.969,22.776,0.001,0.006,0.185,OK,142336,3366912,1,1,15
,22.765,22.761,0.002,0.001,0.002,OK,48640,122880,2,2,5
,22.718,22.713,0.002,0.001,0.002,OK,47616,53248,1,1,5
,120.782,22.645,0.001,0.005,98.132,OK,719872,4616192,1,1,22
,22.649,22.641,0.001,0.006,0.001,OK,87552,2408448,2,2,10
,22.636,22.632,0.001,0.002,0.001,OK,240128,253952,25,25,10
,22.648,22.627,0.001,0.006,0.015,OK,104448,61440,5,5,9
,22.656,22.615,0.001,0.005,0.036,OK,1068032,335872,16,16,19
,22.598,22.591,0.002,0.001,0.004,OK,68096,2981888,2,2,8
,22.566,22.563,0.001,0,0.002,OK,147968,258048,29,29,9
,22.579,22.556,0.001,0.005,0.018,OK,452608,5763072,8,8,14
,22.577,22.555,0.001,0.004,0.017,OK,145408,376832,15,15,15
,22.549,22.524,0.001,0.004,0.02,OK,124416,131072,2,2,14
,22.525,22.51,0.001,0.001,0.013,OK,65024,118784,21,21,11
,22.521,22.505,0.001,0.006,0.009,OK,72192,49152,1,1,9
,22.52,22.499,0.001,0.006,0.014,OK,451584,163840,19,19,14
,22.504,22.498,0.001,0.005,0.001,OK,113664,65536,3,3,17
,22.487,22.484,0,0,0.003,OK,315392,311296,4,4,11
,22.564,22.474,0.001,0.006,0.084,OK,807424,3203072,12,12,20
,22.495,22.468,0.001,0.001,0.026,OK,127488,159744,3,3,15
,22.671,22.451,0.001,0.005,0.214,OK,118272,131072,1,1,10
,22.596,22.439,0.001,0.006,0.151,OK,340480,200704,84,84,17
,22.445,22.432,0.002,0.01,0.002,OK,135680,159744,10,10,10
,22.363,22.36,0.001,0,0.001,OK,79360,151552,6,6,10
,22.397,22.345,0.001,0.006,0.046,OK,217600,212992,59,59,16
,22.352,22.341,0.001,0.008,0.002,OK,95744,1765376,78,78,7
,22.59,22.328,0.001,0.008,0.253,OK,1561088,368640,1,1,12
,22.433,22.32,0.002,0.007,0.104,OK,1004544,319488,1,1,13
,22.351,22.293,0.001,0.01,0.047,OK,767488,3502080,20,20,17
,22.306,22.287,0.001,0.005,0.013,OK,124928,389120,9,9,13
,23.304,22.282,0,0.003,1.018,OK,167424,221184,159,159,11
,22.254,22.231,0.002,0.009,0.012,OK,203776,81920,1,1,12
,22.259,22.219,0.002,0.007,0.031,OK,101888,270336,1,1,12
,22.187,22.185,0,0,0.001,OK,214528,376832,50,50,11
,22.255,22.167,0.001,0.006,0.081,OK,69632,65536,1,1,12
,22.169,22.166,0.001,0.001,0.001,OK,116736,77824,59,59,9
,22.171,22.164,0.001,0.005,0.001,OK,199168,385024,93,93,8
,22.299,22.152,0,0.004,0.142,OK,1110528,360448,19,19,21
,22.179,22.145,0.001,0.011,0.021,OK,108544,61440,1,1,11
,22.124,22.099,0.001,0.005,0.018,OK,504320,3198976,34,34,17
,22.086,22.084,0,0,0.001,OK,88576,172032,6,6,12
,22.066,22.063,0.002,0.001,0.001,OK,47616,233472,1,1,5
,22.064,22.061,0.001,0,0.002,OK,243712,565248,89,89,9
,22.331,22.017,0.001,0.005,0.308,OK,616960,212992,77,77,28
,22.02,22.01,0.001,0.002,0.007,OK,57344,319488,1,1,7
,22.145,21.992,0.001,0.008,0.143,OK,151040,135168,1,1,13
,22.422,21.969,0.001,0.005,0.447,OK,65024,180224,1,1,8
,22.003,21.967,0.002,0.006,0.028,OK,518144,479232,38,38,16
,22.313,21.957,0.001,0.004,0.351,OK,554496,405504,43,43,23
,21.975,21.956,0.002,0.003,0.015,OK,68608,110592,1,1,10
,21.951,21.948,0.001,0.001,0.001,OK,47616,36864,1,1,5
,21.983,21.946,0.004,0.014,0.02,OK,138240,28577792,19,19,7
,21.922,21.918,0.001,0.001,0.002,OK,83456,6041600,19,19,7
,21.876,21.862,0.001,0.002,0.011,OK,132096,3014656,3,3,12
,21.836,21.833,0.001,0.001,0.002,OK,47104,36864,1,1,5
,21.811,21.789,0.001,0.003,0.019,OK,321024,5345280,23,23,24
,21.808,21.787,0.001,0.008,0.012,OK,92672,212992,11,11,12
,21.768,21.762,0,0.003,0.002,OK,76800,163840,2,2,8
,21.759,21.739,0.001,0.003,0.016,OK,142336,4763648,3,3,14
,21.753,21.72,0.001,0.006,0.026,OK,178176,249856,23,23,16
,21.721,21.708,0.001,0.004,0.007,OK,72704,184320,1,1,11
,21.74,21.702,0.002,0.017,0.019,OK,105472,200704,1,1,12
,21.693,21.686,0.001,0.006,0.001,OK,150016,151552,19,19,10
,21.644,21.637,0.001,0.005,0.001,OK,242176,417792,134,134,14
,21.625,21.623,0.001,0,0.001,OK,155136,184320,11,11,11
,21.618,21.616,0.001,0.001,0.001,OK,167936,2981888,31,31,11
,21.596,21.595,0,0,0.001,OK,84480,159744,60,60,8
,65.226,21.572,0.001,0.006,43.648,OK,458240,466944,6,6,13
,21.64,21.571,0.001,0.005,0.064,OK,103424,139264,1,1,8
,21.58,21.53,0.002,0.007,0.042,OK,136192,200704,21,21,13
,44.253,21.458,0.001,0.005,22.789,OK,888832,593920,1,1,13
,21.451,21.442,0.001,0.007,0.001,OK,105984,73728,40,40,16
,21.502,21.432,0.001,0.005,0.065,OK,335872,151552,99,99,21
,21.394,21.386,0.001,0.004,0.003,OK,184832,217088,35,35,11
,123.335,21.384,0.002,0.004,101.945,OK,361984,573440,11,11,20
,21.387,21.381,0.001,0.004,0.002,OK,96768,73728,16,16,8
,21.317,21.295,0.002,0,0.019,OK,62976,180224,23,23,11
,21.32,21.293,0.002,0.007,0.019,OK,365568,356352,1,1,11
,21.486,21.259,0.001,0.002,0.224,OK,232448,344064,51,51,10
,21.307,21.258,0.001,0.008,0.039,OK,401408,348160,22,22,12
,21.247,21.245,0.001,0,0.001,OK,172544,106496,46,46,18
,21.22,21.215,0.001,0.004,0.001,OK,84992,540672,35,35,12
,21.22,21.199,0.001,0.005,0.014,OK,75264,114688,8,8,7
,25.686,21.182,0.001,0.008,4.495,OK,269824,1925120,5,5,15
,21.728,21.181,0.001,0.003,0.542,OK,82432,118784,1,1,17
,21.201,21.152,0.001,0.008,0.04,OK,653312,815104,7,7,15
,21.142,21.136,0.001,0.004,0.001,OK,200192,98304,96,96,16
,21.101,21.093,0.001,0.007,0.001,OK,85504,151552,19,19,11
,21.124,21.081,0.001,0.007,0.035,OK,173568,86016,1,1,14
,21.082,21.079,0.001,0,0.002,OK,202240,962560,34,34,11
,21.071,21.062,0.001,0.007,0.002,OK,646144,139264,262,262,10
,21.057,21.055,0,0,0.001,OK,78848,69632,8,8,8
,23.6,21.045,0.001,0.006,2.548,OK,91648,65536,18,18,11
,21.125,21.035,0.001,0.003,0.086,OK,491008,274432,19,19,21
,21.021,21.011,0.002,0.007,0.001,OK,86016,241664,20,20,9
,20.986,20.975,0.001,0.005,0.005,OK,393216,7479296,21,21,8
,20.971,20.968,0.001,0.001,0.001,OK,144384,1609728,21,21,12
,20.963,20.958,0,0,0.004,OK,107008,212992,42,42,10
,20.874,20.87,0.001,0.003,0.001,OK,115200,139264,20,20,12
,20.821,20.817,0.001,0.003,0.001,OK,84480,196608,18,18,8
,20.807,20.805,0,0,0.001,OK,226304,167936,10,10,10
,20.799,20.796,0,0,0.001,OK,138752,3354624,118,118,12
,20.791,20.782,0.001,0.007,0.001,OK,1175552,401408,2,2,14
,20.76,20.758,0.001,0.001,0.001,OK,85504,147456,2,2,7
,20.69,20.688,0.001,0.001,0.001,OK,92160,2822144,40,40,7
,20.692,20.685,0.001,0.004,0.002,OK,271360,221184,391,391,21
,20.691,20.679,0,0.002,0.01,OK,187904,155648,9,9,13
,20.707,20.677,0.001,0.001,0.029,OK,90112,90112,24,24,13
,20.874,20.672,0.002,0.005,0.195,OK,101376,380928,1,1,8
,20.675,20.67,0.001,0.003,0.001,OK,364544,2572288,1,1,13
,20.671,20.669,0.001,0,0.001,OK,89600,262144,21,21,9
,41.23,20.66,0,0.001,20.569,OK,99328,385024,32,32,8
,20.632,20.63,0.001,0,0.001,OK,122368,94208,21,21,8
,20.634,20.614,0.002,0.001,0.016,OK,49152,303104,1,1,6
,20.624,20.613,0.001,0.004,0.007,OK,310272,147456,18,18,13
,20.593,20.589,0.001,0.003,0.001,OK,251904,487424,39,39,19
,20.85,20.564,0.001,0.005,0.28,OK,519680,315392,1,1,16
,20.641,20.563,0.001,0.007,0.07,OK,88576,393216,1,1,14
,20.596,20.497,0.001,0.004,0.094,OK,205312,208896,13,13,13
,20.497,20.494,0.001,0.001,0.001,OK,48640,110592,1,1,5
,20.493,20.49,0.001,0.001,0.001,OK,47616,36864,1,1,5
,20.548,20.483,0.001,0.005,0.058,OK,109056,192512,1,1,10
,20.435,20.434,0,0,0.001,OK,394752,413696,425,425,22
,20.448,20.425,0.001,0.005,0.017,OK,125440,208896,12,12,17
,20.421,20.417,0,0.003,0.001,OK,97280,126976,2,2,12
,20.381,20.373,0.001,0.004,0.004,OK,508928,548864,6,6,16
,20.378,20.37,0.003,0.004,0.001,OK,114688,65536,3,3,8
,20.344,20.335,0.001,0,0.008,OK,132096,622592,7,7,12
,20.329,20.326,0.001,0.001,0.002,OK,47104,36864,1,1,5
,20.32,20.317,0.001,0,0.001,OK,47616,290816,1,1,5
,20.292,20.288,0.001,0.003,0.001,OK,109568,466944,5,5,10
,20.408,20.285,0.001,0.001,0.122,OK,1861632,10260480,1686,1686,26
,20.288,20.285,0.001,0,0.002,OK,107520,348160,41,41,8
,20.339,20.274,0.001,0.001,0.064,OK,257024,139264,10,10,26
,20.239,20.232,0.001,0.004,0.002,OK,187904,98304,69,69,8
,20.193,20.191,0.001,0,0.001,OK,151552,184320,56,56,12
,20.168,20.164,0.002,0.001,0.001,OK,49152,172032,1,1,5
,20.161,20.157,0.001,0.001,0.001,OK,47104,258048,1,1,5
,50.209,20.137,0.002,30.065,0.006,OK,559104,106496,1,1,13
,20.089,20.081,0.001,0.006,0.001,OK,88064,118784,1,1,9
,20.058,20.051,0.001,0.005,0.001,OK,98304,122880,4,4,12
,20.028,20.025,0.001,0,0.001,OK,144896,3104768,47,47,10
,20.034,20.012,0.001,0.004,0.017,OK,80896,249856,1,1,11
,20.005,19.996,0.001,0.007,0.001,OK,190976,212992,7,7,9
,21.226,19.962,0.001,0.004,1.259,OK,149504,155648,17,17,17
,19.965,19.944,0.001,0.003,0.017,OK,122368,0,2,2,12
,19.878,19.872,0.001,0.004,0.002,OK,104960,3354624,115,115,18
,19.85,19.847,0.001,0.001,0.002,OK,152576,221184,40,40,12
,19.871,19.838,0.001,0.009,0.023,OK,137216,204800,1,1,12
,19.8,19.797,0.001,0.001,0.001,OK,69632,2224128,13,13,9
,19.738,19.728,0,0,0.009,OK,182272,294912,82,82,10
,19.74,19.719,0.001,0.007,0.012,OK,105472,253952,1,1,13
,19.717,19.715,0,0,0.001,OK,240128,237568,214,214,23
,19.714,19.712,0.001,0,0.001,OK,104448,204800,3,3,8
,157.556,19.692,0.001,0.002,137.862,OK,381440,233472,11,11,14
,19.693,19.667,0.001,0.006,0.019,OK,217088,90112,1,1,12
,19.727,19.66,0.001,0.004,0.062,OK,332800,167936,2,2,16
,19.676,19.659,0.001,0.001,0.015,OK,52224,237568,1,1,9
,19.649,19.642,0.001,0.005,0.001,OK,74752,53248,7,7,7
,19.62,19.605,0.001,0,0.014,OK,84992,69632,2,2,15
,19.496,19.494,0.001,0.001,0.001,OK,86528,2215936,2,2,10
,19.614,19.49,0,0.004,0.12,OK,813056,282624,83,83,21
,19.479,19.465,0,0,0.013,OK,142848,200704,32,32,12
,19.522,19.456,0,0.003,0.064,OK,624128,389120,72,72,18
,19.51,19.453,0.001,0.002,0.053,OK,106496,217088,3,3,9
,19.549,19.451,0.001,0.004,0.093,OK,90112,1888256,17,17,11
,26.125,19.406,0.001,0.008,6.71,OK,211456,4055040,1,1,15
,19.393,19.383,0.002,0.006,0.002,OK,56320,184320,1,1,6
,19.402,19.382,0.001,0,0.018,OK,169984,155648,22,22,10
,28.562,19.31,0.001,9.062,0.189,OK,5434368,0,13,13,29
,19.298,19.268,0.004,0.007,0.019,OK,122368,73728,1,1,13
,19.283,19.253,0.001,0.005,0.025,OK,126464,294912,1,1,13
,19.596,19.16,0.001,0.004,0.431,OK,135168,86016,22,22,13
,19.148,19.107,0.001,0,0.04,OK,333824,159744,6,6,25
,19.082,19.078,0.002,0.001,0.001,OK,47104,102400,1,1,5
,35.516,19.006,0.001,0.003,16.506,OK,323072,126976,13,13,13
,18.951,18.949,0,0.001,0.001,OK,47616,172032,1,1,5
,18.946,18.94,0.001,0.005,0.001,OK,104448,3239936,64,64,16
,18.972,18.916,0,0.005,0.05,OK,154624,86016,22,22,15
,18.9,18.895,0.001,0.002,0.001,OK,136192,217088,34,34,9
,18.888,18.869,0.001,0.005,0.013,OK,1314816,454656,3,3,15
,18.855,18.85,0.001,0.003,0.001,OK,109056,5644288,3,3,11
,18.837,18.835,0,0,0.001,OK,84480,3178496,6,6,8
,18.872,18.757,0.004,0.006,0.105,OK,87040,1597440,13,13,8
,18.703,18.699,0.001,0.003,0.001,OK,91648,77824,2,2,9
,18.698,18.694,0.002,0.001,0.002,OK,47104,196608,1,1,5
,18.642,18.64,0,0.001,0.001,OK,111616,135168,26,26,15
,18.629,18.627,0,0,0.001,OK,157696,405504,45,45,16
,18.59,18.587,0.001,0,0.001,OK,209408,258048,161,161,13
,18.618,18.571,0,0.002,0.044,OK,265728,114688,13,13,16
,18.886,18.541,0.001,0.006,0.339,OK,836608,4796416,2,2,14
,18.471,18.467,0.001,0.002,0.001,OK,106496,94208,2,2,10
,18.46,18.458,0,0,0.001,OK,171008,188416,111,111,13
,18.383,18.381,0.001,0.001,0.001,OK,150528,94208,67,67,9
,18.382,18.363,0.001,0.004,0.014,OK,86528,167936,1,1,6
,18.379,18.358,0.002,0.007,0.013,OK,354816,69632,1,1,7
,18.346,18.29,0.001,0.006,0.048,OK,240640,4182016,4,4,17
,18.287,18.279,0.001,0.005,0.002,OK,336896,421888,122,122,8
,18.3,18.278,0.004,0.005,0.013,OK,81408,49152,1,1,9
,18.333,18.237,0.001,0.005,0.09,OK,430080,3313664,45,45,20
,18.301,18.188,0.003,0.005,0.105,OK,79872,2519040,2,2,9
,18.164,18.127,0.001,0.005,0.031,OK,187904,241664,1,1,15
,18.125,18.087,0.001,0.003,0.034,OK,327168,327680,139,139,16
,18.035,18.017,0.001,0.005,0.012,OK,133120,77824,2,2,17
,18.021,18.016,0,0.003,0.001,OK,172544,3547136,38,38,10
,17.948,17.943,0,0.004,0.001,OK,333312,147456,254,254,19
,17.924,17.911,0.001,0.009,0.004,OK,86528,49152,1,1,9
,19.477,17.901,0.002,0.006,1.568,OK,111104,65536,1,1,16
,17.902,17.895,0.001,0.005,0.001,OK,236544,81920,1,1,11
,17.965,17.855,0.003,0.005,0.102,OK,326656,126976,2,2,14
,17.85,17.834,0.001,0.001,0.014,OK,70144,53248,26,26,13
,17.806,17.802,0,0.002,0.001,OK,114176,266240,23,23,9
,53.374,17.781,0.002,0.004,35.587,OK,250880,131072,1,1,11
,17.73,17.726,0,0.002,0.001,OK,112128,274432,11,11,9
,17.695,17.694,0,0,0,OK,176640,102400,6,6,18
,17.647,17.644,0.001,0.001,0.002,OK,347136,446464,157,157,20
,17.644,17.612,0.001,0.006,0.024,OK,87552,159744,1,1,7
,17.561,17.558,0.001,0,0.001,OK,226304,94208,70,70,10
,17.534,17.533,0,0,0.001,OK,126464,204800,12,12,10
,17.554,17.513,0.001,0.006,0.034,OK,119808,397312,40,40,10
,17.655,17.512,0.001,0.004,0.138,OK,489472,5566464,222,222,18
,17.521,17.446,0.002,0.004,0.069,OK,719360,237568,104,104,12
,17.451,17.445,0,0.004,0.001,OK,197120,110592,95,95,18
,17.47,17.411,0.001,0.008,0.048,OK,162816,69632,69,69,13
,17.421,17.408,0.003,0.006,0.004,OK,535552,2904064,268,268,12
,133.591,17.405,0.001,116.182,0.003,OK,66560,49152,1,1,6
,17.274,17.272,0,0,0.001,OK,102400,147456,4,4,10
,17.275,17.264,0.001,0.008,0.002,OK,139264,323584,1,1,10
,17.285,17.259,0.001,0.006,0.018,OK,137728,303104,25,25,12
,17.624,17.244,0.001,0.006,0.373,OK,303104,2420736,9,9,20
,17.221,17.218,0.001,0.001,0.001,OK,48128,102400,1,1,5
,17.209,17.205,0.001,0.003,0.001,OK,90112,65536,11,11,12
,17.187,17.184,0.001,0.001,0.001,OK,47616,40960,1,1,5
,17.194,17.159,0.001,0.007,0.026,OK,208896,81920,1,1,13
,17.144,17.142,0.001,0,0.001,OK,213504,122880,7,7,12
,17.124,17.122,0,0.001,0.001,OK,158208,94208,53,53,9
,17.12,17.112,0.001,0.003,0.004,OK,54272,237568,1,1,8
,17.116,17.107,0.001,0.007,0.001,OK,4883456,7790592,328,328,10
,17.117,17.105,0.001,0.004,0.007,OK,112640,188416,2,2,15
,17.058,17.05,0.002,0.004,0.002,OK,54784,49152,1,1,5
,4282.287,17.023,0.001,0.005,4265.257,OK,97792,1036288,36,36,8
,17.008,17.007,0,0.001,0.001,OK,100864,90112,54,54,9
,16.993,16.986,0.001,0.004,0.002,OK,66048,143360,1,1,8
,16.957,16.955,0,0,0.001,OK,48640,36864,2,2,5
,17.073,16.945,0.001,0.004,0.123,OK,863232,6463488,117,117,18
,16.966,16.901,0.004,0.006,0.055,OK,2775040,237568,13,13,11
,16.855,16.848,0.001,0.003,0.002,OK,66048,45056,1,1,8
,21.243,16.809,0.001,0.007,4.426,OK,165888,1794048,1,1,20
,232.454,16.808,0.001,0.004,215.641,OK,2029056,7061504,404,404,13
,16.765,16.756,0.004,0.003,0.002,OK,58368,45056,1,1,5
,16.748,16.743,0.002,0.001,0.002,OK,47616,212992,1,1,5
,17.099,16.729,0.001,0.006,0.363,OK,2532864,4816896,40,40,25
,16.715,16.711,0,0.003,0.001,OK,478720,1966080,194,194,17
,16.745,16.67,0.001,0.002,0.072,OK,225280,364544,27,27,22
,16.674,16.666,0.001,0.002,0.004,OK,228864,106496,53,53,15
,16.666,16.657,0.002,0.005,0.001,OK,354304,143360,1,1,12
,16.928,16.632,0,0.005,0.291,OK,524288,376832,38,38,17
,16.624,16.622,0.001,0.001,0.001,OK,47616,77824,1,1,5
,16.651,16.606,0.002,0.003,0.04,OK,192512,225280,68,68,14
,16.563,16.533,0.001,0.008,0.021,OK,555008,180224,1,1,14
,16.535,16.476,0.002,0.008,0.049,OK,117760,90112,1,1,14
,16.491,16.471,0.001,0.004,0.016,OK,150528,3579904,43,43,11
,16.47,16.469,0,0,0.001,OK,136704,90112,64,64,12
,16.404,16.393,0.001,0.006,0.004,OK,161792,2396160,1,1,16
,16.364,16.353,0.001,0.005,0.005,OK,106496,57344,1,1,9
,16.343,16.338,0,0.004,0.001,OK,97792,221184,2,2,14
,16.357,16.333,0.001,0.004,0.018,OK,125952,487424,17,17,8
,16.309,16.297,0.003,0.006,0.002,OK,85504,57344,1,1,7
,16.293,16.288,0.001,0.003,0.001,OK,97280,61440,20,20,10
,16.25,16.226,0.001,0.007,0.017,OK,111616,241664,1,1,12
,16.225,16.217,0.001,0.004,0.003,OK,100352,65536,1,1,8
,16.152,16.149,0.001,0,0.002,OK,89088,65536,38,38,8
,16.234,16.124,0.001,0.004,0.104,OK,873472,6930432,139,139,16
,16.251,16.116,0.003,0.005,0.128,OK,180736,1462272,5,5,11
,16.117,16.111,0.001,0.004,0.001,OK,122368,249856,5,5,11
,16.058,16.056,0,0,0.001,OK,77824,57344,50,50,8
,15.982,15.98,0.001,0,0.001,OK,118784,81920,37,37,11
,15.96,15.953,0.001,0.004,0.002,OK,243712,524288,11,11,9
,18.757,15.95,0.004,0.007,2.796,OK,282624,4247552,19,19,17
,15.936,15.928,0.001,0.005,0.002,OK,77824,49152,1,1,6
,40.143,15.896,0.006,0.005,24.236,OK,95744,57344,1,1,8
,15.817,15.797,0.001,0.005,0.013,OK,130048,49152,1,1,6
,15.901,15.753,0.001,0.006,0.141,OK,225792,2891776,39,39,13
,15.728,15.726,0.001,0,0,OK,53248,45056,6,6,7
,15.687,15.674,0.001,0.005,0.006,OK,71168,950272,1,1,7
,15.809,15.668,0.004,0.001,0.137,OK,50688,1699840,1,1,8
,15.671,15.664,0.001,0.004,0.002,OK,271872,48050176,133,133,12
,15.928,15.663,0.001,0.004,0.26,OK,133120,65536,3,3,11
,15.581,15.578,0.001,0,0.001,OK,172544,90112,4,4,12
,15.66,15.547,0.001,0.004,0.108,OK,311808,4812800,76,76,15
,15.499,15.494,0,0.003,0.001,OK,99328,69632,1,1,8
,15.576,15.445,0.001,0.009,0.121,OK,177664,3846144,1,1,11
,15.82,15.436,0.001,0.007,0.376,OK,69120,81920,1,1,9
,15.471,15.425,0.001,0.006,0.039,OK,222720,34725888,7,7,12
,15.459,15.351,0.003,0.006,0.098,OK,105472,1257472,131,131,9
,15.301,15.296,0.003,0.001,0.001,OK,51200,49152,1,1,5
,15.308,15.292,0.003,0.01,0.002,OK,191488,3665920,26,26,15
,15.355,15.284,0.001,0.008,0.062,OK,841728,4063232,58,58,12
,15.228,15.22,0.001,0.006,0.001,OK,187392,1220608,62,62,11
,15.295,15.184,0.003,0.001,0.107,OK,50688,1298432,1,1,8
,15.507,15.145,0.001,0.007,0.355,OK,778240,4411392,1,1,11
,166.425,15.088,0.001,0.007,151.33,OK,239616,2691072,30,30,7
,15.095,14.977,0.002,0.001,0.116,OK,50688,1028096,1,1,8
,14.955,14.946,0.003,0.003,0.001,OK,57856,45056,1,1,5
,36.906,14.888,0.001,0.005,22.011,OK,137216,73728,2,2,12
,14.856,14.836,0.002,0.007,0.011,OK,95744,4255744,18,18,8
,14.94,14.818,0.004,0.001,0.117,OK,50688,3858432,1,1,8
,97.519,14.741,0.001,70.829,11.948,OK,601600,540672,74,74,20
,57.488,14.704,0.001,0.006,42.777,OK,190976,77824,1,1,10
,14.701,14.691,0.002,0.005,0.003,OK,131584,2646016,64,64,9
,14.684,14.661,0.001,0.006,0.015,OK,222720,360448,9,9,9
,14.66,14.656,0.002,0.001,0.001,OK,47616,1011712,1,1,5
,14.719,14.619,0.002,0.001,0.097,OK,50688,1785856,1,1,8
,14.644,14.527,0.001,0.007,0.108,OK,110080,3588096,36,36,8
,18.146,14.475,0.001,0.006,3.663,OK,131072,3096576,23,23,10
,15.481,14.441,0.001,0.006,1.032,OK,82432,3137536,8,8,8
,14.412,14.402,0.004,0.004,0.002,OK,68096,1216512,1,1,7
,14.318,14.3,0.001,0.003,0.014,OK,109056,3084288,3,3,9
,14.157,14.132,0.001,0.005,0.019,OK,164864,2990080,13,13,9
,14.066,14.056,0.001,0.004,0.005,OK,124416,61440,1,1,13
,70.416,13.961,0.001,0.006,56.448,OK,83968,262144,1,1,8
,13.824,13.781,0.001,0.03,0.012,OK,164864,0,3,3,10
,13.756,13.744,0.004,0.001,0.007,OK,50176,4096000,1,1,6
,13.687,13.679,0.001,0.005,0.002,OK,593920,163840,6,6,15
,13.587,13.581,0.002,0.004,0.001,OK,51712,1744896,4,4,5
,13.504,13.497,0.001,0.005,0.001,OK,68608,303104,1,1,8
,42.328,13.33,0.002,0.004,28.993,OK,57344,1679360,1,1,6
,13.05,12.991,0.001,0.004,0.054,OK,944640,315392,82,82,17
,12.943,12.499,0.002,0.024,0.42,OK,151552,81920,21,21,12
,12.135,12.1,0.001,0.005,0.029,OK,1099264,319488,109,109,13
,12.073,12.066,0.001,0.005,0.001,OK,406528,184320,186,186,15
,51.742,11.935,0.001,0.004,39.802,OK,85504,3784704,19,19,8
,11.993,11.75,0.001,0.004,0.239,OK,199168,5246976,11,11,9
,11.782,11.564,0.001,0.005,0.212,OK,145920,794624,10,10,6
,11.81,11.561,0.001,0.004,0.243,OK,246272,892928,10,10,7
,23.78,11.399,0.001,0.004,12.376,OK,624128,249856,11,11,15
,11.393,11.384,0.003,0.004,0.002,OK,52224,524288,1,1,5
,11.767,11.358,0.001,0.006,0.402,OK,113664,811008,21,21,8
,2.41,0.598,0.934,0.026,0.557,OK,223232,0,75,75,12
,5.991,0.529,1.113,0.013,4.337,OK,3829248,32768,2950,2950,20
,0.971,0.48,0.472,0.017,0.002,OK,715264,20480,455,455,30
,0.896,0.403,0.404,0.002,0.086,OK,390656,0,126,126,14
,0.761,0.389,0.358,0.001,0.013,OK,385024,12288,101,101,13
,0.401,0.385,0.003,0.011,0.002,OK,75776,0,3,3,6
,1.28,0.381,0.87,0.011,0.018,OK,2656768,0,1327,1327,20
,108.306,0.369,0.005,0.009,107.924,OK,1624064,86016,1516,1516,30
